OBJECTID,C_PRINT,Parcelnum,Address_1,Address_2,Zipcode,Property_C,Municipali,Garabage_D,Updated,Shape__Area,Shape__Length
14501,79.8-1-1,1,0,North Gravel Road,14103,534,Village of Medina - Ridgeway,Wednesday,September 2023,433787.844970703,4182.37568431153
14502,68.20-1-76.22,76.22,212,North Gravel Road,14103,240,Village of Medina - Ridgeway,Wednesday,September 2023,591130.344848633,3518.4804256083
14503,80.10-1-4,4,505,East Center Street,14103,210,Village of Medina - Ridgeway,Wednesday,September 2023,79867.5802001953,1580.17927450396
14504,80.37-1-42.2,42.2,0,Park Avenue,14103,311,Village of Medina - Ridgeway,Thursday,September 2023,2418.94299316406,207.561118411736
14505,80.9-1-45,45,511,Church Street,14103,210,Village of Medina - Ridgeway,Thursday,September 2023,2125.138671875,197.220671574431
14506,79.60-1-41,41,361,South Avenue,14103,210,Village of Medina - Shelby,Thursday,September 2023,10792.916015625,428.885424003517
14507,80.37-1-16.1,16.1,0,Main Street,14103,481,Village of Medina - Ridgeway,Wednesday,September 2023,5437.13037109375,310.37038015791
14508,80.37-1-57.1,57.1,413,Proctor Place,14103,481,Village of Medina - Ridgeway,Wednesday,September 2023,4493.52819824219,274.085799158631
14509,80.37-1-20.11,20.11,421,Main Street,14103,481,Village of Medina - Ridgeway,Wednesday,September 2023,3322.67797851563,269.203050109568
14510,79.12-3-2.12,2.12,0,Erie Street,14103,311,Village of Medina - Ridgeway,Thursday,September 2023,3989.59338378906,253.889493828403
14511,79.20-2-5.2,5.2,11322,Maple Ridge Road,14103,457,Village of Medina - Shelby,Thursday,September 2023,57214.3850097656,977.99990532764
14512,80.17-1-27,27,11500,Maple Ridge Road,14103,613,Village of Medina - Shelby,Thursday,September 2023,426372.737792969,2620.6082914517
14513,80.37-1-?,?,119,Pearl Street - Contact Real Property for more information,14103,484,Village of Medina - Ridgeway,Wednesday,September 2023,2175.49816894531,200.268361098547
14514,75.-1-34.2,34.2,3852,Hindsburg Road,14470,210,Town of Murray,Friday,September 2023,39779.0096435547,836.516745731862
14515,77.-2-37.2,?,17246,Gulf Road,14470,210,Town of Murray,Friday,September 2023,21899.0413818359,629.237941303878
14516,77.-2-44,44,17252,Gulf Road,14470,546,Town of Murray,Friday,September 2023,85616.6063232422,1221.97316872124
14517,75.-1-19,19,3830,Fancher Road,14470,210,Town of Murray,Friday,September 2023,59679.3359375,997.722906011788
14518,77.-2-22,22,3965,Monroe Orleans County Line Road,14470,314,Town of Murray,Friday,September 2023,19493.3564453125,598.998340134837
14519,75.-1-33.1,33.1,3827,Transit Road,14470,240,Town of Murray,Friday,September 2023,530429.479370117,4053.92643277614
14520,77.-1-12.112,12.112,17169,Gulf Road,14470,210,Town of Murray,Friday,September 2023,38709.9909667969,786.762432989932
14521,77.-1-12.2,12.2,17175,Gulf Road,14470,210,Town of Murray,Friday,September 2023,20389.0633544922,600.038277657285
14522,77.-1-13,13,17177,Gulf Road,14470,210,Town of Murray,Friday,September 2023,17294.0191650391,551.730617605052
14523,77.-1-12.12,12.12,17181,Gulf Road,14470,210,Town of Murray,Friday,September 2023,16544.9584960938,528.207008107313
14524,77.-1-44,44,17165,Gulf Road,14470,210,Town of Murray,Friday,September 2023,29298.1119384766,693.582100822842
14525,77.-1-12.119,12.119,17159,Gulf Road,14470,220,Town of Murray,Friday,September 2023,19999.9705810547,599.999825774569
14526,77.-1-12.118,12.118,17155,Gulf Road,14470,220,Town of Murray,Friday,September 2023,19988.6802978516,599.886340458606
14527,77.-1-20.2,20.2,17082,Gulf Road,14470,240,Town of Murray,Friday,September 2023,610868.482910156,3364.21874599507
14528,76.-1-15,15,16587,Route 31,14470,240,Town of Murray,Friday,September 2023,466686.026000977,3463.36461939061
14529,77.-2-21,21,3955,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,19983.9396972656,601.469545402837
14530,77.-1-12.116,12.116,17093,Gulf Road,14470,210,Town of Murray,Friday,September 2023,20369.4367675781,630.023044697286
14531,77.-1-12.117,12.117,17091,Gulf Road,14470,210,Town of Murray,Friday,September 2023,20394.3586425781,624.607280909224
14532,75.-1-46,46,0,Route 31,14470,323,Town of Murray,Friday,September 2023,262058.892944336,2309.33452283801
14533,77.-1-12.120,12.120,17089,Gulf Road,14470,210,Town of Murray,Friday,September 2023,23387.1304931641,653.755881212161
14534,77.-2-37.112,37.112,17292,Gulf Road,14470,210,Town of Murray,Friday,September 2023,67474.8489990234,1052.35911347718
14535,75.-1-20,20,3840,Fancher Road,14470,651,Town of Murray,Friday,September 2023,359242.594604492,2752.90545767743
14536,75.-1-18,18,3820,Fancher Road,14470,210,Town of Murray,Friday,September 2023,31073.4781494141,707.461885243285
14537,75.-2-30.112,30.112,16073,Route 31,14470,240,Town of Murray,Friday,September 2023,751383.264282227,4337.66071719616
14538,77.-2-17,17,17247,Gulf Road,14470,210,Town of Murray,Friday,September 2023,38145.6740722656,789.903602490225
14539,77.-2-20,20,3947,Monroe Orleans County Line Road,14470,314,Town of Murray,Friday,September 2023,22871.9782714844,632.14360398128
14540,75.-2-30.111,30.111,0,Route 31,14470,105,Town of Murray,Friday,September 2023,3732014.86950684,10754.5077827188
14541,75.-2-26.21,26.21,0,Hulberton Road,14470,120,Town of Murray,Friday,September 2023,1499470.75524902,7498.02783756936
14542,76.-1-31,31,3809,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,40238.8012695313,807.287748334909
14543,76.-1-30,30,0,Hulberton Road,14470,323,Town of Murray,Friday,September 2023,542176.126464844,3202.11692446247
14544,77.-1-12.113,12.113,17131,Gulf Road,14470,280,Town of Murray,Friday,September 2023,175140.249267578,1684.69056700706
14545,77.-2-18,18,17297,Gulf Road,14470,210,Town of Murray,Friday,September 2023,24448.8823242188,630.05011737029
14546,76.-1-57,57,16439,Route 31,14470,300,Town of Murray,Friday,September 2023,539264.201538086,4285.77069802048
14547,76.-1-16.115,16.115,16521,Route 31,14470,280,Town of Murray,Friday,September 2023,1036305.85229492,5318.84961758242
14548,76.-1-16.111,16.111,16545,Route 31,14470,280,Town of Murray,Friday,September 2023,1141193.33544922,4862.15970556291
14549,76.-1-32,32,3803,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,18562.33203125,566.957273349674
14550,75.-1-34.1,34.1,0,Hindsburg Road,14470,312,Town of Murray,Friday,September 2023,1806274.26989746,6951.74788195811
14551,77.-2-19,19,3939,Monroe Orleans County Line Road,14470,411,Town of Murray,Friday,September 2023,78197.0080566406,1173.03535976257
14552,76.-1-33.1,33.1,3801,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,175315.224365234,1797.48841039831
14553,77.-1-20.11,20.11,17029,Gulf Road,14470,220,Town of Murray,Friday,September 2023,100850.592407227,1895.37894127566
14554,77.-1-12.114,12.114,17087,Gulf Road,14470,210,Town of Murray,Friday,September 2023,210750.885986328,2171.76789993412
14555,75.-1-38,38,3801,Transit Road,14470,314,Town of Murray,Friday,September 2023,358295.979125977,2432.81208164922
14556,77.-1-24,24,0,North Main Street Road,14470,330,Town of Murray,Friday,September 2023,101503.755004883,1513.8962701232
14557,76.-1-29,29,0,Lynch Road,14470,323,Town of Murray,Friday,September 2023,225865.01574707,2103.20569905224
14558,75.-2-24,24,3786,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,16068.0856933594,512.802541573141
14559,77.-1-25,25,3801,North Main Street Road,14470,210,Town of Murray,Friday,September 2023,83934.2525634766,1373.44074936901
14560,77.-1-27.1,27.1,3795,North Main Street Road,14470,220,Town of Murray,Friday,September 2023,76527.8634033203,1301.5828391734
14561,76.-1-35,35,3795,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,189638.039550781,1778.47471968189
14562,75.-2-25.2,25.2,0,Hulberton Road,14470,322,Town of Murray,Friday,September 2023,1587763.33117676,6758.57746669174
14563,75.-2-23,23,3784,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,64720.9738769531,1017.05852035067
14564,77.-1-28,28,3789,North Main Street Road,14470,210,Town of Murray,Friday,September 2023,38510.2036132813,1113.84275650072
14565,77.-1-21,21,3803,Hurd Road,14470,240,Town of Murray,Friday,September 2023,481629.804931641,2974.58697927199
14566,88.10-1-31.12,31.12,0,Brockport Holley Road,14470,312,Town of Murray,Friday,September 2023,150374.625488281,1798.61343819211
14567,88.10-1-30,30,17054,Brockport Holley Road,14470,464,Town of Murray,Friday,September 2023,46056.1928710938,924.358957167928
14568,88.10-1-34,34,3997,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,18609.5721435547,665.965987998478
14569,86.-1-36,36,0,Hindsburg Road,14470,322,Town of Murray,Friday,September 2023,997079.165771484,6845.60252338755
14570,86.-1-38,38,3899,Hindsburg Road,14470,240,Town of Murray,Friday,September 2023,670234.673461914,4932.06224858374
14571,88.11-1-11.1,11.1,17245,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,82711.9526367188,1172.02380908513
14572,88.11-1-10.1,10.1,17237,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,24491.5336914063,693.416750649032
14573,88.11-1-10.2,10.2,17233,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,25218.0084228516,702.094498108705
14574,88.11-1-9,9,17229,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,25068.4333496094,702.993697445916
14575,88.10-1-45,45,17181,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20255.2287597656,605.39613180746
14576,88.11-1-8,8,17223,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,24973.5217285156,702.254072641303
14577,88.10-1-40,40,17177,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20207.2784423828,604.481077266686
14578,88.11-1-7,7,17217,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,24774.0224609375,700.61747513139
14579,86.-1-34.2,34.2,0,Hindsburg Road,14470,120,Town of Murray,Friday,September 2023,4040609.53955078,10454.6685141035
14580,88.11-1-6,6,17211,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,25105.8978271484,703.805756386417
14581,88.10-1-50,50,17165,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20129.5782470703,604.138728216358
14582,88.11-1-5,5,17205,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,24282.1892089844,696.688211662525
14583,88.10-1-49,49,17151,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20512.0100097656,608.487045110841
14584,88.11-1-4,4,17199,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,25177.0916748047,703.719452436123
14585,88.10-1-41,41,17143,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20439.4152832031,607.953134314197
14586,88.11-1-3,3,17191,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,24978.1387939453,702.238657024646
14587,88.10-1-39,39,17139,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20323.6528320313,606.086390733912
14588,88.10-1-38,38,17135,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20020.3400878906,601.880639036589
14589,86.-1-33,33,0,Hindsburg Road,14470,120,Town of Murray,Friday,September 2023,1095614.06884766,4312.34971978182
14590,88.11-1-1,1,17185,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,37546.5787353516,800.735787578335
14591,88.10-1-37,37,17131,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20013.951171875,601.301525704727
14592,88.10-1-36,36,17127,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20999.7479248047,610.902882624005
14593,88.10-1-6,6,17125,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,19991.7120361328,600.39243857089
14594,88.10-1-1,1,3991,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,8580.76574707031,396.574547960847
14595,86.-1-31.2,31.2,0,Fancher Road,14470,312,Town of Murray,Friday,September 2023,814750.530639648,5075.20970859954
14596,88.10-1-48,48,17121,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,21458.5806884766,617.37068008481
14597,86.-1-27,27,3978,Fancher Road,14470,210,Town of Murray,Friday,September 2023,57873.0666503906,972.57366134625
14598,87.-1-18.12,18.12,3987,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,70400.6826171875,1244.60474590418
14599,88.10-1-35,35,17111,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20109.8619384766,603.980166245293
14600,54.-1-9.3,9.3,0,Kendall Road,14470,323,Town of Murray,Friday,September 2023,18699.4533691406,588.782255261018
14601,88.10-1-5,5,17107,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20683.0675048828,608.517830346997
14602,88.10-1-4,4,17101,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,19897.8771972656,599.131878078644
14603,88.10-1-3,3,3993,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,28969.9006347656,905.009665913048
14604,88.10-1-2,2,3989,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,11223.3408203125,438.182915744234
14605,86.-1-26,26,0,Fancher Road,14470,105,Town of Murray,Friday,September 2023,4346633.76855469,8563.02705299313
14606,88.10-1-44,44,17083,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,36703.5546875,846.456461223797
14607,88.10-1-47,47,17077,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,35326.4558105469,836.579486751461
14608,88.10-1-43,43,17071,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,37016.0498046875,846.727236877387
14609,86.-1-23,23,3996,Hulberton Road,14470,240,Town of Murray,Friday,September 2023,2182615.96533203,6910.94394975744
14610,88.10-1-42,42,17067,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,37268.0588378906,845.9298444934
14611,88.10-1-46,46,0,Brockport Holley Road,14470,105,Town of Murray,Friday,September 2023,40245.1077880859,874.537156674457
14612,87.-1-18.2,18.2,3989,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,75297.1879882813,1327.70248051552
14613,86.-1-3.11,3.11,3975,Hindsburg Road,14470,210,Town of Murray,Friday,September 2023,102712.845092773,1286.56037850099
14614,87.-1-18.112,18.112,3995,Hulberton Road,14470,120,Town of Murray,Friday,September 2023,1801042.77111816,7752.10052481286
14615,87.-1-15,15,0,Lake Road,14470,105,Town of Murray,Friday,September 2023,2057813.72961426,6050.53820408828
14616,87.-1-14,14,3970,Lake Road,14470,240,Town of Murray,Friday,September 2023,646508.182373047,3578.19873423112
14617,88.-1-5.2,5.2,0,Bennetts Corners Road,14470,314,Town of Murray,Friday,September 2023,89614.7172851563,1595.65446709262
14618,87.-1-13.1,13.1,3973,Lake Road,14470,210,Town of Murray,Friday,September 2023,220461.288330078,1905.52856898578
14619,86.-1-22,22,0,Hulberton Road,14470,695,Town of Murray,Friday,September 2023,36296.2993164063,765.547314369386
14620,77.-2-45.1,45.1,17272,Gulf Road,14470,210,Town of Murray,Friday,September 2023,102260.211303711,1382.39266286443
14621,65.-1-76,76,3311,North Main Street Road,14470,210,Town of Murray,Friday,September 2023,168614.713378906,1654.95571727464
14622,76.-1-53.2,53.2,16632,Lynch Road,14470,312,Town of Murray,Friday,September 2023,164359.193359375,2049.79008784227
14623,87.-1-13.6,13.6,3999,Lake Road,14470,210,Town of Murray,Friday,September 2023,118060.546875,1389.44017360172
14624,87.-1-16,16,0,Lake Road,14470,120,Town of Murray,Friday,September 2023,202234.758544922,1856.35687110563
14625,87.-1-20.2,20.2,4000,Lake Road,14470,240,Town of Murray,Friday,September 2023,422134.436767578,3219.32683660305
14626,86.-1-25,25,4027,Hulberton Road,14470,120,Town of Murray,Friday,September 2023,1150293.17736816,6117.01189970198
14627,88.-1-13.1,13.1,0,Bennetts Corners Road,14470,323,Town of Murray,Friday,September 2023,68419.6767578125,1515.07096135009
14628,88.-1-13.2,13.2,4047,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,194441.350463867,1996.67726685445
14629,87.-1-13.512,13.512,3993,Lake Road,14470,210,Town of Murray,Friday,September 2023,49737.0335693359,1044.67989483093
14630,86.-1-24.2,24.2,4028,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,39273.8793945313,990.075873660893
14631,86.-1-35,35,0,Hindsburg Road,14470,120,Town of Murray,Friday,September 2023,2127506.3848877,6804.57021990877
14632,86.-1-24.3,24.3,4026,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,38606.9183349609,986.806877037733
14633,88.-1-13.4,13.4,0,Bennetts Corners Road,14470,323,Town of Murray,Friday,September 2023,156484.091186523,1669.79654640247
14634,87.-1-13.511,13.511,3989,Lake Road,14470,210,Town of Murray,Friday,September 2023,68816.8759765625,1140.41773290836
14635,86.-1-32,32,0,Fancher Road,14470,105,Town of Murray,Friday,September 2023,2142260.14758301,6895.24473865145
14636,86.-1-24.4,24.4,4024,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,40529.6955566406,996.611421485173
14637,86.-1-24.5,24.5,4022,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,39881.3448486328,995.043570710848
14638,88.-1-13.3,13.3,4037,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,170369.534057617,1936.17191141454
14639,86.-1-24.1,24.1,4020,Hulberton Road,14470,240,Town of Murray,Friday,September 2023,944586.097900391,6088.2830487681
14640,87.-1-13.52,13.52,3985,Lake Road,14470,210,Town of Murray,Friday,September 2023,79950.4691162109,1196.56806641643
14641,87.-1-17,17,4027,Hulberton Road,14470,240,Town of Murray,Friday,September 2023,2277909.02624512,6932.72693382509
14642,86.-1-31.1,31.1,4014,Fancher Road,14470,210,Town of Murray,Friday,September 2023,169559.061401367,2261.01970895722
14643,88.-1-15,15,0,Bennetts Corners Road,14470,843,Town of Murray,Friday,September 2023,212662.62109375,4609.80952124787
14644,86.-1-29.1,29.1,4004,Fancher Road,14470,210,Town of Murray,Friday,September 2023,46371.4178466797,893.85261250129
14645,88.-1-12,12,0,Brockport Holley Road,14470,322,Town of Murray,Friday,September 2023,606540.158569336,3105.05742064804
14646,88.10-1-27,27,0,Brockport Holley Road,14470,311,Town of Murray,Friday,September 2023,91816.9000244141,1329.26504517552
14647,86.-1-37,37,3992,Hindsburg Road,14470,240,Town of Murray,Friday,September 2023,508312.709838867,4776.13710858545
14648,86.-1-28,28,3998,Fancher Road,14470,210,Town of Murray,Friday,September 2023,42620.4383544922,864.304296513082
14649,88.10-1-29.1,29.1,0,Brockport Holley Road,14470,314,Town of Murray,Friday,September 2023,39752.6082763672,979.703547972954
14650,88.-1-10.13,10.13,0,Ogden Road,14470,120,Town of Murray,Friday,September 2023,173327.233032227,1756.4986569628
14651,88.10-1-7,7,17184,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,33579.3466796875,855.610382187105
14652,88.10-1-8,8,17180,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,26694.3841552734,679.107966200863
14653,88.10-1-9,9,17174,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,21256.0543212891,628.563654586346
14654,88.10-1-10,10,0,Brockport Holley Road,14470,314,Town of Murray,Friday,September 2023,21828.5944824219,633.835361824567
14655,88.10-1-11,11,17168,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,21502.4737548828,631.12579373109
14656,88.10-1-12,12,17156,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,20981.9486083984,626.109430498964
14657,88.10-1-51.2,51.2,4011,Bennetts Corners Road,14470,312,Town of Murray,Friday,September 2023,37680.3267822266,790.120750140448
14658,88.10-1-13,13,17152,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,21844.5772705078,634.151893180593
14659,88.10-1-14,14,0,Brockport Holley Road,14470,311,Town of Murray,Friday,September 2023,21333.5236816406,629.505153479541
14660,87.-1-13.31,13.31,3977,Lake Road,14470,210,Town of Murray,Friday,September 2023,100322.010253906,1297.80063783216
14661,87.-1-18.111,18.111,3999,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,169542.783203125,1678.92744972702
14662,88.10-1-33.1,33.1,4001,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,15934.2808837891,632.319465303445
14663,88.10-1-15,15,17140,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,21437.6751708984,629.952189132798
14664,88.10-1-16,16,17134,Brockport Holley Road,14470,220,Town of Murray,Friday,September 2023,21403.7094726563,628.617925380561
14665,88.10-1-17,17,17128,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,76600.9912109375,1744.65338655548
14666,88.10-1-18,18,17122,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,74626.4195556641,1703.64370543703
14667,88.10-1-19,19,17118,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,73408.6292724609,1663.48918559239
14668,88.10-1-21,21,17112,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,67032.7923583984,1610.03733951228
14669,88.10-1-22,22,17106,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,69130.4909667969,1581.8892288755
14670,87.-1-20.1,20.1,3990,Lake Road,14470,240,Town of Murray,Friday,September 2023,1113201.79174805,4299.5092895281
14671,88.10-1-23,23,17100,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,67812.2878417969,1541.66791117817
14672,88.10-1-24,24,17088,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,16746.0407714844,537.659628869029
14673,88.10-1-25,25,17084,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,17011.2509765625,540.292972228757
14674,88.10-1-26,26,17078,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,59457.8757324219,1401.69910634074
14675,88.10-1-28,28,17072,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,58542.6184082031,1364.8259463036
14676,88.10-1-29.2,29.2,17068,Brockport Holley Road,14470,210,Town of Murray,Friday,September 2023,17311.20703125,544.363622432157
14677,66.-1-33.1,33.1,17169,Ridge Road,14470,210,Town of Murray,Friday,September 2023,215027.940429688,2061.65546135644
14678,88.-1-16,16,3980,Bennetts Corners Road,14470,280,Town of Murray,Friday,September 2023,56919.0415039063,1292.74428582724
14679,88.-1-4,4,3979,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,122692.145507813,1667.20931145887
14680,88.-1-5.111,5.111,0,Brockport Holley Road,14470,105,Town of Murray,Friday,September 2023,947951.325805664,5918.58781930619
14681,88.-1-7.2,7.2,17257,Brockport Holley Road,14470,240,Town of Murray,Friday,September 2023,890086.203491211,3899.55071538878
14682,88.-1-9,9,17325,Ogden Road,14470,312,Town of Murray,Friday,September 2023,103404.470581055,1521.51595598785
14683,87.-1-11.111,11.111,3947,Lake Road,14470,210,Town of Murray,Friday,September 2023,198647.937011719,1794.13635033484
14684,86.-1-21.1,21.1,3950,Hulberton Road,14470,210,Town of Murray,Friday,September 2023,110472.764404297,1835.79388377915
14685,87.-1-11.113,11.113,3943,Lake Road,14470,210,Town of Murray,Friday,September 2023,48987.4171142578,1046.34835356538
14686,86.-1-13.2,13.2,3936,Fancher Road,14470,210,Town of Murray,Friday,September 2023,206907.037719727,2046.41358706891
14687,88.-1-3,3,3959,Bennetts Corners Road,14470,280,Town of Murray,Friday,September 2023,159150.410766602,1829.57377886679
14688,88.-1-1,1,3964,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,144869.560302734,1549.22234203306
14689,88.-1-7.1,7.1,0,Brockport Holley Road,14470,105,Town of Murray,Friday,September 2023,1212382.84838867,6184.89516940389
14690,87.-1-8,8,0,Lake Road,14470,323,Town of Murray,Friday,September 2023,944738.916259766,4097.80094648743
14691,87.-1-10.1,10.1,3976,Lake Road,14470,210,Town of Murray,Friday,September 2023,83136.4766845703,1801.171970248
14692,77.-2-35.11,35.11,4139,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,100811.69152832,1610.42666244526
14693,86.-1-2,2,3948,Hindsburg Road,14470,240,Town of Murray,Friday,September 2023,3111322.03088379,7599.33707072953
14694,87.-1-9.121,9.121,3940,Lake Road,14470,210,Town of Murray,Friday,September 2023,25737.7856445313,648.54415926171
14695,87.-1-11.112,11.112,3937,Lake Road,14470,210,Town of Murray,Friday,September 2023,92079.7940673828,1260.48058581706
14696,77.-2-34.11,34.11,4121,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,48755.7850341797,980.902016987224
14697,88.-1-6,6,0,Bennetts Corners Road,14470,105,Town of Murray,Friday,September 2023,1272694.42980957,5220.53850093717
14698,86.-1-14,14,3925,Fancher Road,14470,210,Town of Murray,Friday,September 2023,51251.9829101563,905.600073597116
14699,87.-1-9.111,9.111,3936,Lake Road,14470,210,Town of Murray,Friday,September 2023,311723.849853516,3123.18626409569
14700,77.-2-34.12,34.12,0,Monroe Orleans County Line Road,14470,311,Town of Murray,Friday,September 2023,442402.844726563,3730.96325069115
14701,87.7-1-37.1,37.1,3924,Lake Road,14470,210,Town of Murray,Friday,September 2023,74226.455078125,1160.0665985654
14702,88.-1-2,2,0,Bennetts Corners Road,14470,330,Town of Murray,Friday,September 2023,275609.854125977,2381.5859215389
14703,87.7-1-36,36,3920,Lake Road,14470,210,Town of Murray,Friday,September 2023,32918.8782958984,880.965066760186
14704,87.7-1-35,35,3920,Lake Road,14470,312,Town of Murray,Friday,September 2023,32842.0894775391,880.806389522117
14705,86.-1-6.1,6.1,3961,Hindsburg Road,14470,322,Town of Murray,Friday,September 2023,1521270.96594238,5371.37104769931
14706,86.-1-7,7,15732,Holley,14470,210,Town of Murray,Friday,September 2023,39558.6441650391,795.898292198255
14707,86.-1-1,1,0,Transit,14470,323,Town of Murray,Friday,September 2023,1278149.1151123,6198.90383510651
14708,86.-1-8.11,8.11,15744,Holley Road,14470,210,Town of Murray,Friday,September 2023,39671.7716064453,797.106876887863
14709,77.-2-32.21,32.21,4101,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,49821.8724365234,896.468803450163
14710,86.-1-8.121,8.121,15796,Holley Road,14470,240,Town of Murray,Friday,September 2023,1587858.53417969,5285.29497302522
14711,86.-1-10,10,15806,Holley Road,14470,210,Town of Murray,Friday,September 2023,17419.1376953125,551.924882068021
14712,86.-1-11,11,15820,Holley Road,14470,210,Town of Murray,Friday,September 2023,73639.1086425781,1184.33645926173
14713,86.-1-12.21,12.21,15854,Holley Road,14470,240,Town of Murray,Friday,September 2023,2892787.29382324,7329.56831990122
14714,86.-1-13.1,13.1,3922,Fancher Road,14470,240,Town of Murray,Friday,September 2023,1946175.60241699,7416.48453374244
14715,86.-1-16,16,3937,Fancher Road,14470,240,Town of Murray,Friday,September 2023,1115559.51647949,5191.88253059155
14716,88.-1-14,14,0,Bennetts Corners Road,14470,932,Town of Murray,Friday,September 2023,851951.982055664,9313.95367693402
14717,77.-1-15.1,15.1,3939,Bennetts Corners Road,14470,210,Town of Murray,Friday,September 2023,107921.457397461,1385.30078770082
14718,77.-2-32.121,32.121,4089,Monroe Orleans County Line Road,14470,210,Town of Murray,Friday,September 2023,29953.6765136719,702.744285617513
14719,86.-1-18.2,18.2,16150,Route 31,14470,240,Town of Murray,Friday,September 2023,823799.415893555,4277.10323742315
14720,86.-1-17.2,17.2,16030,Holley Road,14470,210,Town of Murray,Friday,September 2023,97327.5491943359,1279.52719063847
14721,86.-1-18.31,18.31,16160,Route 31,14470,210,Town of Murray,Friday,September 2023,238083.04284668,2163.41776638312
14722,86.-1-18.1,18.1,16170,Route 31,14470,210,Town of Murray,Friday,September 2023,269359.97277832,2244.40101854664
14723,86.-1-17.1,17.1,0,Route 31,14470,120,Town of Murray,Friday,September 2023,3089010.38146973,7213.10288013218
14724,86.-1-19.2,19.2,16232,Route 31,14470,210,Town of Murray,Friday,September 2023,381101.177001953,2534.96653502776
